iter	RMSE
1663	7842.070011
1664	7836.371382
1665	7828.68226
1666	7828.388432
1667	7822.047765
1668	7816.029435
1669	7812.929158
1670	7812.700416
1671	7807.976397
1672	7807.695741
1673	7802.705113
1674	7799.416982
1675	7792.247731
1676	7789.737884
1677	7786.738628
1678	7783.398438
1679	7779.883909
1680	7773.155526
1681	7771.739537
1682	7766.559629
1683	7762.257604
1684	7759.478425
1685	7755.827249
1686	7745.621702
1687	7743.879814
1688	7741.333729
1689	7739.30142
1690	7737.944466
1691	7735.73376
1692	7732.702884
1693	7729.134438
1694	7726.859134
1695	7724.597131
1696	7719.557874
1697	7716.705098
1698	7713.13854
1699	7707.064651
1700	7701.445702
1701	7698.339913
1702	7697.172191
1703	7695.550818
1704	7695.165421
1705	7694.896934
1706	7691.789472
1707	7687.908054
1708	7684.949055
1709	7679.107945
1710	7678.972072
1711	7671.958154
1712	7668.918225
1713	7666.568878
1714	7659.701759
1715	7657.3539
1716	7650.986202
1717	7648.365652
1718	7645.585044
1719	7635.697561
1720	7631.439511
1721	7630.290163
1722	7629.193161
1723	7627.568316
1724	7624.101976
1725	7620.885559
1726	7619.496435
1727	7612.259146
1728	7611.765031
1729	7611.403083
1730	7609.027679
1731	7605.397864
1732	7602.945754
1733	7597.826556
1734	7591.150734
1735	7582.244511
1736	7582.040887
1737	7580.724417
1738	7576.532498
1739	7574.388629
1740	7574.128817
1741	7568.079148
1742	7563.344429
1743	7561.131867
1744	7557.412208
1745	7551.371567
1746	7547.22873
1747	7546.667051
1748	7544.570911
1749	7543.545
1750	7540.62033
1751	7539.9707
1752	7539.275028
1753	7534.037579
1754	7530.716028
1755	7530.512027
1756	7526.493863
1757	7523.421706
1758	7516.432997
1759	7514.066517
1760	7511.745148
1761	7509.4492
1762	7505.429722
1763	7499.035842
1764	7493.710215
1765	7488.932523
1766	7480.541287
1767	7478.805456
1768	7476.121941
1769	7470.001475
1770	7469.059327
1771	7462.632764
1772	7459.927039
1773	7459.83404
1774	7457.746344
1775	7457.25344
1776	7454.352295
1777	7452.005447
1778	7449.210152
1779	7444.518881
1780	7443.03925
1781	7440.21155
1782	7437.818163
1783	7432.91604
1784	7429.533671
1785	7424.704041
1786	7424.453156
1787	7423.223529
1788	7416.760959
1789	7414.480046
1790	7407.946972
1791	7405.666845
1792	7405.574653
1793	7398.391059
1794	7394.574114
1795	7391.434716
1796	7391.291972
1797	7386.592049
1798	7383.846517
1799	7382.237665
1800	7378.622468
1801	7378.247848
1802	7370.786199
1803	7369.549285
1804	7367.902089
1805	7362.577023
1806	7357.480428
1807	7354.136079
1808	7347.968208
1809	7341.525319
1810	7337.146531
1811	7336.955333
1812	7331.820007
1813	7330.146158
1814	7329.795344
1815	7329.5644
1816	7321.176671
1817	7319.238555
1818	7316.374486
1819	7311.259581
1820	7310.816239
1821	7305.970617
1822	7305.161558
1823	7302.597361
1824	7302.523341
1825	7300.461418
1826	7297.119711
1827	7293.620438
1828	7292.427821
1829	7291.620952
1830	7285.068126
1831	7282.469832
1832	7279.936185
1833	7279.149063
1834	7273.579643
1835	7271.49919
1836	7269.360042
1837	7266.370063
1838	7261.548701
1839	7256.797302
1840	7256.388255
1841	7253.60542
1842	7253.364276
1843	7253.228073
1844	7251.300266
1845	7244.657239
1846	7240.085074
1847	7238.718542
1848	7236.452034
1849	7233.979332
1850	7229.322157
1851	7228.632334
1852	7225.82539
1853	7223.473352
1854	7223.274815
1855	7211.810067
1856	7209.560509
1857	7205.694552
1858	7201.358245
1859	7198.234925
1860	7198.136404
1861	7197.602444
1862	7195.511878
1863	7182.682813
1864	7180.48406
1865	7179.784683
1866	7177.793678
1867	7174.327357
1868	7172.825609
1869	7172.645081
1870	7168.399417
1871	7163.199082
1872	7162.777263
1873	7159.533131
1874	7156.399019
1875	7154.879771
1876	7148.714153
1877	7148.547599
1878	7143.634719
1879	7143.594022
1880	7142.159985
1881	7137.201481
1882	7136.580485
1883	7136.437021
1884	7134.939221
1885	7134.733796
1886	7132.108517
1887	7131.577178
1888	7125.420054
1889	7119.796196
1890	7116.958541
1891	7113.087785
1892	7112.327222
1893	7112.036172
1894	7109.014373
1895	7108.881872
1896	7108.683227
1897	7104.093442
1898	7102.461359
1899	7099.599786
1900	7097.498053
1901	7095.960414
1902	7093.182307
1903	7090.356947
1904	7088.446583
1905	7087.357802
1906	7087.283072
1907	7083.207279
1908	7082.464007
1909	7078.521788
1910	7077.432206
1911	7075.295556
1912	7075.184001
1913	7073.760465
1914	7072.950137
1915	7070.287465
1916	7069.330059
1917	7069.165626
1918	7067.605365
1919	7060.916628
1920	7057.574537
1921	7050.829406
1922	7050.773357
1923	7042.917675
1924	7040.245549
1925	7034.821718
1926	7034.009684
1927	7033.719051
1928	7033.106842
1929	7032.015783
1930	7031.907914
1931	7029.213422
1932	7028.365859
1933	7025.768045
1934	7022.156357
1935	7016.145151
1936	7014.41164
1937	7012.754601
1938	7012.54445
1939	7010.978529
1940	7010.751065
1941	7010.497445
1942	7005.471835
1943	7003.813649
1944	7001.125278
1945	7000.472285
1946	6996.841003
1947	6994.481384
1948	6988.917704
1949	6988.546529
1950	6988.381833
1951	6987.828189
1952	6986.693763
1953	6981.795768
1954	6980.483218
1955	6978.027557
1956	6977.141349
1957	6973.533076
1958	6973.38077
1959	6967.506483
1960	6961.677149
1961	6956.283706
1962	6955.829352
1963	6955.020215
1964	6954.623041
1965	6954.48977
1966	6948.567221
1967	6945.554823
1968	6939.401558
1969	6934.408209
1970	6928.172978
1971	6926.653853
1972	6924.408983
1973	6919.850107
1974	6918.857201
1975	6918.820932
1976	6917.056199
1977	6915.30641
1978	6912.594838
1979	6910.497598
1980	6907.456546
1981	6903.663885
1982	6899.366044
1983	6893.057757
1984	6890.244126
1985	6889.473751
1986	6885.349116
1987	6881.225411
1988	6880.630747
1989	6875.825029
1990	6874.764715
1991	6874.141909
1992	6872.714661
1993	6867.354401
1994	6864.762706
1995	6862.916191
1996	6861.967691
1997	6860.445376
1998	6860.123892
1999	6858.00032
2000	6856.239396
2001	6853.466536
2002	6852.858052
2003	6852.668272
2004	6848.755278
2005	6848.23039
2006	6842.978161
2007	6838.799002
2008	6833.786083
2009	6832.799639
2010	6828.002306
2011	6820.799156
2012	6817.982982
2013	6813.728659
2014	6810.91089
2015	6807.535682
2016	6807.333354
2017	6802.258599
2018	6796.167969
2019	6795.461127
2020	6793.938997
2021	6793.528678
2022	6790.188919
2023	6789.488354
2024	6788.96318
2025	6787.782749
2026	6785.150482
2027	6784.248926
2028	6782.937364
2029	6782.118138
2030	6780.320912
2031	6779.737455
2032	6775.374751
2033	6767.578152
2034	6766.38318
2035	6766.360003
2036	6761.746358
2037	6761.505154
2038	6756.408587
2039	6753.404129
2040	6752.409661
2041	6746.178898
2042	6744.064028
2043	6743.217126
2044	6735.250073
2045	6730.237971
2046	6730.170268
2047	6729.926301
2048	6725.915266
2049	6723.566914
2050	6721.703884
2051	6718.907458
2052	6714.669555
2053	6710.128395
2054	6709.355441
2055	6706.354251
2056	6706.276058
2057	6703.945501
2058	6703.481704
2059	6701.106812
2060	6690.884509
2061	6687.443783
2062	6685.224174
2063	6682.592449
2064	6681.100681
2065	6680.715534
2066	6676.71464
2067	6674.384541
2068	6674.110411
2069	6673.428784
2070	6672.035836
2071	6669.51714
2072	6669.449969
2073	6666.388875
2074	6666.080822
2075	6663.798359
2076	6660.48154
2077	6659.499983
2078	6656.965519
2079	6654.83341
2080	6651.769062
2081	6645.518698
2082	6642.463349
2083	6638.796864
2084	6638.149739
2085	6633.416441
2086	6630.460103
2087	6625.186322
2088	6623.468508
2089	6621.446712
2090	6618.895322
2091	6613.906263
2092	6610.61245
2093	6609.081568
2094	6608.99572
2095	6608.769354
2096	6606.42167
2097	6601.772756
2098	6598.067722
2099	6596.905156
2100	6594.862044
2101	6587.634575
2102	6585.920296
2103	6582.082934
2104	6580.126881
2105	6574.724321
2106	6572.857537
2107	6567.782497
2108	6562.730087
2109	6560.651324
2110	6557.809155
2111	6554.643251
2112	6552.525015
2113	6551.501248
2114	6550.365584
2115	6549.139199
2116	6547.850081
2117	6547.100579
2118	6545.767983
2119	6543.378614
2120	6542.872263
2121	6541.123797
2122	6534.951534
2123	6534.837545
2124	6531.037436
2125	6529.22901
2126	6526.421943
2127	6523.811921
2128	6521.464771
2129	6520.233234
2130	6519.356671
2131	6516.727609
2132	6516.314476
2133	6514.698148
2134	6514.349267
2135	6513.020072
2136	6512.276331
2137	6510.731058
2138	6506.855609
2139	6504.14507
2140	6500.009482
2141	6499.058329
2142	6495.801443
2143	6495.083859
2144	6494.734669
2145	6494.568488
2146	6493.852039
2147	6491.212065
2148	6486.840613
2149	6485.327984
2150	6483.459892
2151	6483.068027
2152	6480.249118
2153	6478.420139
2154	6476.813818
2155	6475.004235
2156	6474.864168
2157	6474.218683
2158	6472.073085
2159	6471.299552
2160	6471.051976
2161	6467.421104
2162	6467.25753
2163	6460.525468
2164	6457.899506
2165	6455.296497
2166	6452.537371
2167	6450.785787
2168	6446.679544
2169	6446.221341
2170	6446.076483
2171	6442.497389
2172	6442.29393
2173	6440.365731
2174	6439.374063
2175	6437.802462
2176	6436.618698
2177	6434.687392
2178	6433.149216
2179	6432.281582
2180	6431.714875
2181	6426.378372
2182	6426.040569
2183	6424.392117
2184	6418.432059
2185	6416.643312
2186	6416.533297
2187	6415.311668
2188	6412.643929
2189	6412.058427
2190	6409.656948
2191	6408.389323
2192	6407.060791
2193	6405.630354
2194	6404.919884
2195	6403.622129
2196	6403.239381
2197	6402.492163
2198	6398.960132
2199	6395.797468
2200	6394.802763
2201	6393.975477
2202	6392.207374
2203	6391.263011
2204	6391.195357
2205	6390.977918
2206	6389.737822
2207	6385.532647
2208	6383.820149
2209	6382.270034
2210	6380.097086
2211	6377.87492
2212	6376.304772
2213	6375.149935
2214	6373.712294
2215	6368.711329
2216	6368.508616
2217	6367.093668
2218	6363.369738
2219	6360.292935
2220	6359.975378
2221	6356.739621
2222	6355.35919
2223	6354.749501
2224	6354.177542
2225	6353.355089
2226	6349.473945
2227	6349.179705
2228	6344.867292
2229	6342.133599
2230	6336.817714
2231	6332.129235
2232	6329.464789
2233	6326.550242
2234	6325.612184
2235	6320.263558
2236	6318.471442
2237	6312.629823
2238	6310.111954
2239	6308.48478
2240	6307.962315
2241	6307.180449
2242	6302.607918
2243	6300.933357
2244	6296.517683
2245	6293.260781
2246	6292.835048
2247	6288.966822
2248	6286.689954
2249	6286.440321
2250	6285.078573
2251	6283.918462
2252	6283.744392
2253	6283.006193
2254	6278.198207
2255	6273.426575
2256	6272.40959
2257	6270.635381
2258	6267.708334
2259	6262.347282
2260	6262.103639
2261	6261.590733
2262	6258.500777
2263	6258.409356
2264	6251.197757
2265	6248.959498
2266	6247.633507
2267	6246.640987
2268	6242.281048
2269	6240.255986
2270	6240.091467
2271	6239.322651
2272	6239.243861
2273	6238.329057
2274	6236.716701
2275	6236.638615
2276	6235.086148
2277	6234.168982
2278	6227.722625
2279	6226.386423
2280	6225.095857
2281	6224.619577
2282	6223.177035
2283	6222.167783
2284	6221.568117
2285	6221.267555
2286	6220.499087
2287	6216.485028
2288	6213.772519
2289	6213.124967
2290	6208.54216
2291	6205.395104
2292	6205.129245
2293	6203.181488
2294	6202.50055
2295	6201.782281
2296	6201.683033
2297	6201.349034
2298	6195.272283
2299	6193.335984
2300	6192.138756
2301	6191.495144
2302	6191.374074
2303	6185.580998
2304	6184.013485
2305	6183.81979
2306	6182.169199
2307	6181.51962
2308	6180.472692
2309	6176.960394
2310	6175.680497
2311	6172.556401
2312	6172.135244
2313	6167.255012
2314	6166.717289
2315	6158.854258
2316	6157.779769
2317	6154.040788
2318	6149.763117
2319	6148.074484
2320	6145.101869
2321	6142.009639
2322	6141.899201
2323	6141.3794
2324	6140.964242
2325	6140.188507
2326	6136.003546
2327	6132.084865
2328	6131.823913
2329	6129.98702
2330	6124.910387
2331	6121.574111
2332	6120.526352
2333	6119.848838
2334	6119.001131
2335	6118.255612
2336	6118.0201
2337	6116.921324
2338	6116.20237
2339	6115.993258
2340	6112.811707
2341	6108.416526
2342	6107.144619
2343	6097.117385
2344	6094.757686
2345	6089.248774
2346	6081.76406
2347	6075.578332
2348	6073.762909
2349	6070.197442
2350	6069.722025
2351	6066.830661
2352	6062.775902
2353	6059.800669
2354	6058.742179
2355	6057.436149
2356	6055.204588
2357	6054.941285
2358	6054.670276
2359	6051.272302
2360	6051.173685
2361	6049.539656
2362	6046.003537
2363	6044.0839
2364	6042.955353
2365	6041.786016
2366	6040.769166
2367	6039.987781
2368	6033.227118
2369	6031.95878
2370	6029.849973
2371	6029.468825
2372	6027.866944
2373	6027.762706
2374	6027.506254
2375	6026.285651
2376	6020.896471
2377	6020.755815
2378	6013.8965
2379	6007.098275
2380	6006.63039
2381	6002.666086
2382	5999.935018
2383	5999.123754
2384	5997.43162
2385	5995.850664
2386	5992.352322
2387	5990.983338
2388	5990.62705
2389	5990.577404
2390	5986.822721
2391	5986.064892
2392	5984.564647
2393	5982.502995
2394	5982.047926
2395	5981.75962
2396	5978.711704
2397	5977.068949
2398	5974.419678
2399	5970.60518
2400	5969.943489
2401	5967.730376
2402	5967.107293
2403	5966.89697
2404	5958.334853
2405	5955.67887
2406	5952.634313
2407	5950.961367
2408	5949.919598
2409	5946.66026
2410	5946.525215
2411	5945.208445
2412	5945.054823
2413	5942.923556
2414	5942.053101
2415	5940.212468
2416	5939.715176
2417	5937.204323
2418	5935.317496
2419	5934.612043
2420	5933.984828
2421	5929.475887
2422	5921.580955
2423	5921.044897
2424	5919.412225
2425	5917.180343
2426	5913.451533
2427	5910.820674
2428	5905.82398
2429	5901.432285
2430	5899.980701
2431	5899.234023
2432	5897.207852
2433	5894.943448
2434	5893.196165
2435	5892.023216
2436	5887.542735
2437	5885.637458
2438	5884.917951
2439	5884.485776
2440	5884.360451
2441	5882.651917
2442	5881.424194
2443	5881.101773
2444	5876.378327
2445	5876.217017
2446	5873.397922
2447	5872.941413
2448	5870.953445
2449	5870.78727
2450	5870.700415
2451	5866.047656
2452	5863.797667
2453	5862.255898
2454	5859.410106
2455	5857.820457
2456	5856.949948
2457	5856.070368
2458	5856.019686
2459	5855.632229
2460	5850.766645
2461	5847.433682
2462	5844.584272
2463	5844.231929
2464	5843.502781
2465	5840.609133
2466	5834.003579
2467	5830.981315
2468	5830.828089
2469	5825.995144
2470	5825.027252
2471	5823.560785
2472	5820.516707
2473	5819.383285
2474	5819.32698
2475	5815.884913
2476	5809.329422
2477	5808.679917
2478	5806.81921
2479	5802.704619
2480	5802.027342
2481	5799.922425
2482	5799.689153
2483	5798.720298
2484	5798.273233
2485	5797.341325
2486	5795.365468
2487	5793.258513
2488	5792.86126
2489	5791.242277
2490	5790.413587
2491	5788.552704
2492	5788.055652
2493	5787.446899
2494	5784.073526
2495	5781.651006
2496	5779.935808
2497	5776.991307
2498	5774.617631
2499	5772.32139
2500	5770.765975
2501	5767.190769
2502	5767.135355
2503	5764.752071
2504	5764.530394
2505	5761.45674
2506	5756.78179
2507	5756.333907
2508	5756.076871
2509	5753.988513
2510	5751.161798
2511	5748.595078
2512	5746.756393
2513	5745.113477
2514	5744.8806
2515	5740.189666
2516	5739.079297
2517	5738.720297
2518	5737.106646
2519	5734.485658
2520	5728.430392
2521	5721.987745
2522	5721.319524
2523	5720.464513
2524	5719.325487
2525	5717.370422
2526	5717.146283
2527	5713.398139
2528	5711.967641
2529	5711.852723
2530	5711.763093
2531	5710.298622
2532	5708.154829
2533	5706.056653
2534	5700.486676
2535	5699.795671
2536	5698.743216
2537	5698.331738
2538	5696.375209
2539	5695.210284
2540	5693.226343
2541	5692.688443
2542	5691.506038
2543	5691.188089
2544	5690.947753
2545	5682.104578
2546	5678.076785
2547	5673.85697
2548	5672.421039
2549	5671.399886
2550	5669.212792
2551	5664.835858
2552	5661.27692
2553	5660.350042
2554	5658.293217
2555	5657.196897
2556	5655.757315
2557	5650.573315
2558	5648.911828
2559	5648.285285
2560	5646.636583
2561	5645.426493
2562	5643.807831
2563	5641.330064
2564	5640.368214
2565	5636.363949
2566	5633.124587
2567	5632.050557
2568	5629.748206
2569	5629.053372
2570	5623.848056
2571	5622.306005
2572	5621.187893
2573	5619.803483
2574	5614.004177
2575	5611.122356
2576	5610.217407
2577	5609.522296
2578	5606.643753
2579	5605.746538
2580	5598.048437
2581	5596.979597
2582	5592.898663
2583	5589.379835
2584	5582.579748
2585	5581.179558
2586	5580.357411
2587	5578.716663
2588	5575.197752
2589	5573.386442
2590	5571.470844
2591	5571.376989
2592	5569.569575
2593	5567.50939
2594	5567.291941
2595	5567.052694
2596	5561.613843
2597	5558.809731
2598	5558.564466
2599	5557.832328
2600	5557.556121
2601	5553.045293
2602	5552.797153
2603	5552.639497
2604	5548.903826
2605	5548.164235
2606	5545.320802
2607	5544.850337
2608	5543.423216
2609	5540.541635
2610	5539.456577
2611	5539.103614
2612	5537.384274
2613	5536.697447
2614	5531.605906
2615	5529.256737
2616	5526.908436
2617	5526.489115
2618	5524.821561
2619	5520.867442
2620	5519.489378
2621	5519.314293
2622	5513.818943
2623	5513.62458
2624	5511.880353
2625	5508.113067
2626	5508.006776
2627	5505.359399
2628	5503.774252
2629	5500.979869
2630	5500.475791
2631	5500.223263
2632	5497.839226
2633	5496.563227
2634	5493.267477
2635	5488.656759
2636	5488.424063
2637	5486.83429
2638	5481.759874
2639	5480.783922
2640	5479.418016
2641	5477.881712
2642	5476.239221
2643	5474.738938
2644	5474.053523
2645	5473.896198
2646	5473.205542
2647	5472.459019
2648	5472.174557
2649	5469.245822
2650	5469.085176
2651	5464.432905
2652	5463.218546
2653	5458.760949
2654	5457.962156
2655	5456.751401
2656	5455.423958
2657	5454.985193
2658	5454.816717
2659	5453.810952
2660	5453.507176
2661	5451.323468
2662	5448.040559
2663	5446.75062
2664	5441.365047
2665	5437.554647
2666	5437.058152
2667	5435.275392
2668	5434.958072
2669	5434.458266
2670	5431.890069
2671	5428.895467
2672	5426.693307
2673	5425.636875
2674	5422.230945
2675	5421.991356
2676	5420.880954
2677	5420.641534
2678	5419.772488
2679	5418.414876
2680	5417.116468
2681	5413.560874
2682	5409.497469
2683	5409.350964
2684	5408.919187
2685	5406.817654
2686	5406.47369
2687	5405.98813
2688	5404.989502
2689	5402.42899
2690	5399.273704
2691	5399.106494
2692	5399.047588
2693	5396.076318
2694	5395.606252
2695	5395.20431
2696	5392.158373
2697	5389.63512
2698	5389.346394
2699	5386.287466
2700	5386.144739
2701	5383.341759
2702	5383.195142
2703	5382.661924
2704	5381.986844
2705	5380.665938
2706	5376.041106
2707	5375.992329
2708	5374.645085
2709	5372.790309
2710	5371.940559
2711	5368.888012
2712	5368.245788
2713	5367.968003
2714	5367.30295
2715	5363.770633
2716	5361.65109
2717	5361.083987
2718	5360.75575
2719	5359.359092
2720	5358.91339
2721	5356.593127
2722	5354.974752
2723	5348.518247
2724	5346.425134
2725	5343.881345
2726	5338.74162
2727	5338.360538
2728	5338.132719
2729	5337.793352
2730	5335.521159
2731	5331.681099
2732	5329.13427
2733	5328.640654
2734	5328.302139
2735	5327.402723
2736	5327.0979
2737	5325.93802
2738	5324.977076
2739	5322.731062
2740	5321.875099
2741	5320.49749
2742	5314.918475
2743	5314.789278
2744	5311.42598
2745	5309.672466
2746	5306.280714
2747	5303.659947
2748	5302.199088
2749	5298.814672
2750	5294.977385
2751	5293.606315
2752	5292.628101
2753	5289.765571
2754	5284.804963
2755	5283.643184
2756	5282.187772
2757	5279.724041
2758	5277.303047
2759	5277.141463
2760	5276.76956
2761	5274.340587
2762	5272.30346
2763	5269.700417
2764	5265.527529
2765	5265.274249
2766	5263.22822
2767	5261.553624
2768	5258.75607
2769	5258.351389
2770	5257.230267
2771	5252.915858
2772	5251.791722
2773	5251.172593
2774	5250.970595
2775	5249.838458
2776	5247.421986
2777	5246.697986
2778	5244.21914
2779	5244.010851
2780	5241.196494
2781	5240.886618
2782	5238.921631
2783	5238.723612
2784	5235.13763
2785	5233.027019
2786	5230.539879
2787	5230.310991
2788	5229.501602
2789	5226.987628
2790	5224.287368
2791	5224.050449
2792	5223.847957
2793	5223.345225
2794	5222.451245
2795	5222.045366
2796	5219.345431
2797	5218.08896
2798	5216.777307
2799	5214.2637
2800	5213.70523
2801	5211.970608
2802	5210.078084
2803	5209.482354
2804	5206.910667
2805	5205.304923
2806	5203.674893
2807	5203.240346
2808	5203.077793
2809	5202.05372
2810	5201.85674
2811	5200.466258
2812	5197.121067
2813	5192.227494
2814	5189.858354
2815	5188.636844
2816	5185.620571
2817	5185.330089
2818	5182.698916
2819	5179.592409
2820	5178.664229
2821	5178.131005
2822	5175.461345
2823	5175.346432
2824	5174.426159
2825	5173.339496
2826	5171.356433
2827	5169.932147
2828	5168.633004
2829	5164.072671
2830	5163.541523
2831	5163.170245
2832	5161.450488
2833	5157.183321
2834	5153.004192
2835	5152.85057
2836	5149.61235
2837	5149.037405
2838	5147.817154
2839	5144.105973
2840	5141.067349
2841	5139.479093
2842	5138.32997
2843	5138.211432
2844	5135.44742
2845	5133.58734
2846	5133.056056
2847	5131.952818
2848	5131.775363
2849	5129.369194
2850	5127.261355
2851	5126.835161
2852	5125.689106
2853	5124.578305
2854	5124.439602
2855	5124.136546
2856	5118.714349
2857	5116.129227
2858	5113.847211
2859	5107.921871
2860	5106.020901
2861	5104.348395
2862	5104.010285
2863	5103.721603
2864	5102.308469
2865	5102.102928
2866	5098.994463
2867	5096.450914
2868	5095.045497
2869	5091.540961
2870	5091.335436
2871	5090.035774
2872	5089.979895
2873	5088.209643
2874	5087.7618
2875	5087.155329
2876	5086.566084
2877	5086.456767
2878	5085.656937
2879	5083.50934
2880	5078.57032
2881	5074.10131
2882	5071.504902
2883	5068.001102
2884	5067.660472
2885	5067.399299
2886	5066.040741
2887	5065.704212
2888	5064.529614
2889	5061.625621
2890	5061.138953
2891	5054.872946
2892	5051.087846
2893	5049.245193
2894	5047.375583
2895	5046.332788
2896	5045.764337
2897	5045.483955
2898	5041.69581
2899	5041.256805
2900	5040.771259
2901	5037.241663
2902	5035.278127
2903	5031.101072
2904	5029.640221
2905	5028.965074
2906	5027.948518
2907	5026.298662
2908	5024.916528
2909	5024.091962
2910	5023.15186
2911	5022.776017
2912	5021.011964
2913	5020.490651
2914	5018.664268
2915	5018.575236
2916	5017.193101
2917	5016.556105
2918	5014.75227
2919	5013.94579
2920	5011.781353
2921	5011.314524
2922	5011.266297
2923	5010.843972
2924	5008.301575
2925	5006.433529
2926	5004.092513
2927	5000.783006
2928	4997.860114
2929	4997.388917
2930	4993.731425
2931	4992.0024
2932	4990.415263
2933	4989.373055
2934	4984.366444
2935	4982.25076
2936	4981.105076
2937	4977.684763
2938	4974.646653
2939	4974.076641
2940	4971.64803
2941	4971.383186
2942	4968.116061
2943	4964.034379
2944	4961.896959
2945	4960.31339
2946	4960.002337
2947	4958.518196
2948	4956.909821
2949	4955.94641
2950	4953.485185
2951	4952.725383
2952	4949.351257
2953	4948.630717
2954	4946.188611
2955	4942.37587
2956	4940.029242
2957	4938.743589
2958	4938.420322
2959	4937.304599
2960	4935.737169
2961	4934.045311
2962	4932.033772
2963	4931.735088
2964	4929.276268
2965	4928.423762
2966	4925.35324
2967	4924.523366
2968	4922.084153
2969	4921.710952
2970	4919.225821
2971	4917.893465
2972	4914.73276
2973	4913.909609
2974	4913.752865
2975	4913.077734
2976	4911.423015
2977	4910.991566
2978	4908.655092
2979	4907.883491
2980	4906.529878
2981	4905.743767
2982	4905.656143
2983	4903.582638
2984	4901.427151
2985	4900.152228
2986	4898.693631
2987	4897.964745
2988	4894.786944
2989	4893.855148
2990	4892.8806
2991	4891.604267
2992	4889.553206
2993	4888.678707
2994	4887.50591
2995	4885.085662
2996	4881.960311
2997	4879.489875
2998	4879.409687
2999	4877.34791
