iter	Passed	Remaining
177	1332	21122
178	1339	21113
179	1347	21115
180	1355	21117
181	1364	21121
182	1368	21071
183	1376	21072
184	1385	21087
185	1399	21168
186	1411	21238
187	1426	21333
188	1451	21594
189	1469	21730
190	1485	21840
191	1515	22159
192	1527	22219
193	1540	22281
194	1551	22319
195	1559	22317
196	1566	22290
197	1575	22291
198	1582	22278
199	1591	22278
200	1598	22266
201	1606	22254
202	1613	22236
203	1622	22236
204	1629	22218
205	1637	22207
206	1644	22194
207	1652	22181
208	1660	22172
209	1669	22179
210	1676	22165
211	1684	22147
212	1692	22142
213	1699	22125
214	1706	22108
215	1714	22095
216	1722	22085
217	1730	22088
218	1739	22090
219	1747	22085
220	1755	22075
221	1764	22074
222	1772	22074
223	1795	22250
224	1808	22299
225	1818	22319
226	1831	22371
227	1840	22380
228	1848	22361
229	1856	22358
230	1863	22341
231	1867	22285
232	1874	22259
233	1882	22252
234	1890	22238
235	1896	22215
236	1903	22191
237	1910	22176
238	1918	22164
239	1927	22162
240	1936	22164
241	1944	22159
242	1954	22179
243	1962	22165
244	1971	22165
245	1979	22159
246	1987	22152
247	1989	22075
248	1996	22053
249	2006	22067
250	2014	22060
251	2018	22013
252	2025	21994
253	2033	21984
254	2041	21973
255	2050	21975
256	2057	21962
257	2066	21958
258	2073	21941
259	2080	21926
260	2088	21912
261	2094	21893
262	2102	21884
263	2110	21877
264	2118	21865
265	2125	21850
266	2134	21846
267	2142	21842
268	2150	21832
269	2157	21819
270	2165	21806
271	2171	21779
272	2178	21765
273	2186	21756
274	2193	21734
275	2200	21722
276	2209	21717
277	2216	21699
278	2223	21682
279	2230	21666
280	2238	21655
281	2246	21650
282	2254	21642
283	2261	21626
284	2268	21611
285	2275	21597
286	2283	21584
287	2291	21578
288	2298	21559
289	2305	21544
290	2312	21529
291	2320	21517
292	2324	21479
293	2330	21453
294	2338	21439
295	2345	21423
296	2353	21419
297	2361	21408
298	2368	21398
299	2375	21383
300	2383	21373
301	2391	21363
302	2399	21358
303	2407	21349
304	2414	21335
305	2422	21324
306	2430	21319
307	2436	21297
308	2445	21294
309	2453	21289
310	2460	21275
311	2467	21260
312	2476	21257
313	2482	21235
314	2489	21222
315	2498	21220
316	2506	21210
317	2514	21210
318	2522	21199
319	2531	21201
320	2538	21187
321	2548	21191
322	2555	21179
323	2563	21171
324	2572	21171
325	2579	21160
326	2587	21151
327	2595	21145
328	2603	21138
329	2611	21130
330	2619	21121
331	2627	21112
332	2634	21098
333	2642	21088
334	2651	21092
335	2660	21091
336	2667	21075
337	2674	21063
338	2682	21054
339	2688	21036
340	2694	21012
341	2701	20995
342	2709	20990
343	2717	20981
344	2725	20975
345	2734	20971
346	2741	20957
347	2748	20945
348	2755	20933
349	2761	20909
350	2768	20896
351	2775	20879
352	2783	20872
353	2791	20865
354	2798	20853
355	2805	20832
356	2811	20816
357	2818	20803
358	2826	20794
359	2834	20787
360	2843	20786
361	2851	20781
362	2862	20792
363	2869	20781
364	2876	20769
365	2885	20764
366	2891	20748
367	2899	20737
368	2905	20714
369	2911	20697
370	2920	20692
371	2928	20685
372	2937	20685
373	2944	20673
374	2952	20667
375	2956	20631
376	2963	20615
377	2967	20584
378	2976	20586
379	2984	20574
380	2991	20566
381	2998	20551
382	3006	20543
383	3014	20535
384	3018	20499
385	3024	20484
386	3032	20472
387	3039	20459
388	3046	20450
389	3054	20443
390	3058	20408
391	3065	20392
392	3073	20385
393	3080	20376
394	3086	20354
395	3093	20343
396	3100	20332
397	3104	20297
398	3111	20281
399	3118	20272
400	3126	20264
401	3134	20256
402	3142	20251
403	3149	20239
404	3156	20224
405	3164	20216
406	3171	20207
407	3180	20206
408	3188	20195
409	3196	20190
410	3204	20184
411	3207	20149
412	3214	20135
413	3221	20124
414	3229	20116
415	3237	20111
416	3246	20107
417	3249	20072
418	3257	20064
419	3264	20053
420	3271	20039
421	3279	20032
422	3287	20025
423	3295	20019
424	3303	20013
425	3310	20000
426	3313	19965
427	3319	19949
428	3326	19933
429	3334	19929
430	3342	19922
431	3349	19909
432	3357	19903
433	3365	19898
434	3372	19887
435	3379	19875
436	3387	19868
437	3394	19853
438	3401	19842
439	3406	19822
440	3411	19795
441	3418	19782
442	3426	19776
443	3433	19766
444	3441	19758
445	3448	19747
446	3456	19739
447	3463	19727
448	3470	19716
449	3477	19704
450	3484	19695
451	3492	19685
452	3500	19681
453	3505	19659
454	3513	19651
455	3521	19648
456	3526	19621
457	3533	19609
458	3540	19600
459	3548	19591
460	3555	19583
461	3563	19573
462	3570	19565
463	3577	19554
464	3584	19539
465	3590	19523
466	3596	19508
467	3604	19499
468	3611	19489
469	3618	19475
470	3624	19462
471	3631	19450
472	3640	19447
473	3646	19433
474	3653	19423
475	3661	19417
476	3668	19402
477	3676	19397
478	3684	19390
479	3691	19381
480	3699	19372
481	3706	19365
482	3713	19351
483	3720	19342
484	3727	19328
485	3734	19315
486	3741	19305
487	3749	19299
488	3757	19292
489	3764	19280
490	3770	19267
491	3777	19255
492	3784	19245
493	3791	19232
494	3799	19228
495	3807	19219
496	3812	19198
497	3818	19184
498	3825	19175
499	3833	19169
500	3839	19153
501	3847	19145
502	3855	19138
503	3862	19130
504	3869	19118
505	3877	19112
506	3884	19101
507	3891	19091
508	3898	19081
509	3906	19073
510	3913	19061
511	3920	19053
512	3928	19045
513	3936	19040
514	3944	19032
515	3951	19022
516	3959	19015
517	3966	19006
518	3972	18991
519	3980	18982
520	3987	18973
521	3995	18966
522	4002	18957
523	4010	18950
524	4018	18942
525	4024	18930
526	4032	18921
527	4039	18910
528	4046	18901
529	4053	18892
530	4060	18881
531	4067	18868
532	4075	18862
533	4082	18851
534	4089	18842
535	4096	18832
536	4103	18823
537	4111	18814
538	4118	18806
539	4128	18805
540	4136	18801
541	4144	18794
542	4150	18781
543	4158	18773
544	4165	18764
545	4172	18751
546	4179	18742
547	4185	18728
548	4192	18717
549	4200	18711
550	4208	18703
551	4216	18698
552	4223	18690
553	4231	18681
554	4239	18677
555	4246	18666
556	4254	18659
557	4261	18649
558	4269	18645
559	4276	18635
560	4283	18624
561	4291	18615
562	4295	18594
563	4303	18588
564	4310	18577
565	4318	18569
566	4325	18561
567	4332	18551
568	4340	18546
569	4348	18536
570	4355	18528
571	4364	18525
572	4371	18514
573	4378	18506
574	4385	18494
575	4392	18484
576	4399	18473
577	4406	18463
578	4414	18458
579	4421	18450
580	4429	18440
581	4437	18434
582	4444	18427
583	4452	18417
584	4460	18413
585	4467	18403
586	4475	18397
587	4482	18385
588	4489	18378
589	4497	18370
590	4504	18360
591	4511	18352
592	4519	18343
593	4527	18337
594	4534	18328
595	4541	18317
596	4548	18307
597	4554	18295
598	4562	18289
599	4570	18280
600	4578	18275
601	4586	18268
602	4593	18261
603	4601	18252
604	4608	18244
605	4616	18235
606	4623	18227
607	4630	18219
608	4637	18208
609	4646	18204
610	4653	18195
611	4661	18188
612	4668	18178
613	4675	18167
614	4682	18159
615	4690	18151
616	4696	18140
617	4703	18129
618	4710	18120
619	4717	18110
620	4724	18099
621	4731	18090
622	4737	18077
623	4745	18070
624	4753	18061
625	4759	18051
626	4766	18041
627	4774	18033
628	4781	18024
629	4789	18015
630	4796	18007
631	4803	17999
632	4811	17993
633	4819	17987
634	4828	17981
635	4835	17973
636	4843	17966
637	4850	17958
638	4859	17954
639	4866	17945
640	4873	17936
641	4881	17930
642	4890	17925
643	4897	17916
644	4904	17907
645	4911	17897
646	4919	17891
647	4926	17881
648	4934	17873
649	4941	17865
650	4948	17853
651	4956	17849
652	4963	17839
653	4971	17831
654	4978	17825
655	4985	17814
656	4993	17806
657	5001	17801
658	5008	17793
659	5017	17790
660	5025	17782
661	5032	17771
662	5039	17763
663	5047	17756
664	5054	17749
665	5062	17742
666	5069	17731
667	5076	17721
668	5084	17715
669	5092	17708
670	5100	17702
671	5107	17694
672	5115	17686
673	5122	17676
674	5129	17666
675	5137	17661
676	5145	17656
677	5152	17647
678	5159	17637
679	5167	17629
680	5175	17623
681	5182	17616
682	5189	17605
683	5197	17599
684	5204	17588
685	5212	17582
686	5220	17575
687	5227	17568
688	5235	17561
689	5244	17556
690	5251	17546
691	5258	17538
692	5266	17530
693	5274	17526
694	5282	17520
695	5289	17509
696	5296	17499
697	5303	17492
698	5310	17482
699	5318	17474
700	5324	17463
701	5332	17455
702	5339	17447
703	5346	17437
704	5354	17430
705	5360	17419
706	5367	17407
707	5375	17400
708	5382	17391
709	5388	17381
710	5396	17373
711	5403	17364
712	5410	17353
713	5417	17346
714	5425	17337
715	5432	17329
716	5439	17319
717	5447	17315
718	5455	17307
719	5464	17304
720	5473	17299
721	5481	17293
722	5490	17291
723	5498	17285
724	5507	17281
725	5514	17273
726	5522	17267
727	5530	17260
728	5538	17252
729	5546	17245
730	5553	17238
731	5560	17229
732	5568	17221
733	5575	17212
734	5583	17206
735	5590	17196
736	5599	17192
737	5606	17185
738	5614	17178
739	5623	17173
740	5630	17164
741	5637	17155
742	5645	17148
743	5652	17140
744	5660	17133
745	5668	17127
746	5676	17119
747	5683	17110
748	5690	17101
749	5697	17093
750	5705	17087
751	5713	17079
752	5721	17072
753	5729	17065
754	5736	17058
755	5743	17048
756	5750	17039
757	5758	17032
758	5765	17024
759	5773	17016
760	5780	17008
761	5788	17002
762	5795	16992
763	5805	16989
764	5812	16980
765	5819	16971
766	5826	16963
767	5834	16957
768	5841	16948
769	5849	16939
770	5855	16928
771	5863	16923
772	5871	16916
773	5878	16905
774	5886	16899
775	5893	16891
776	5900	16882
777	5908	16875
778	5913	16860
779	5921	16852
780	5929	16848
781	5937	16840
782	5945	16834
783	5953	16827
784	5960	16819
785	5967	16810
786	5975	16802
787	5983	16796
788	5991	16788
789	5999	16783
790	6007	16777
791	6016	16773
792	6023	16764
793	6031	16758
794	6038	16748
795	6047	16743
796	6055	16737
797	6063	16730
798	6070	16722
799	6077	16713
800	6084	16703
801	6092	16696
802	6098	16686
803	6108	16683
804	6116	16678
805	6125	16674
806	6134	16669
807	6142	16662
808	6150	16657
809	6158	16651
810	6165	16641
811	6173	16635
812	6181	16627
813	6188	16619
814	6196	16611
815	6203	16602
816	6210	16595
817	6218	16587
818	6226	16582
819	6233	16571
820	6242	16566
821	6249	16559
822	6257	16552
823	6264	16543
824	6272	16536
825	6280	16530
826	6287	16522
827	6295	16513
828	6303	16506
829	6311	16501
830	6320	16495
831	6327	16489
832	6335	16482
833	6343	16475
834	6351	16469
835	6359	16461
836	6366	16453
837	6375	16448
838	6382	16440
839	6390	16431
840	6396	16421
841	6404	16413
842	6412	16406
843	6419	16399
844	6426	16388
845	6435	16384
846	6443	16379
847	6451	16372
848	6459	16366
849	6468	16360
850	6475	16351
851	6483	16345
852	6491	16339
853	6499	16331
854	6507	16326
855	6515	16319
856	6522	16310
857	6529	16301
858	6536	16291
859	6544	16284
860	6552	16278
861	6560	16270
862	6567	16261
863	6574	16254
864	6581	16244
865	6589	16236
866	6596	16229
867	6603	16220
868	6612	16215
869	6620	16208
870	6627	16198
871	6634	16191
872	6642	16182
873	6648	16173
874	6657	16168
875	6665	16160
876	6672	16153
877	6679	16144
878	6687	16136
879	6694	16128
880	6702	16121
881	6710	16115
882	6717	16106
883	6725	16098
884	6733	16091
885	6740	16083
886	6748	16076
887	6756	16068
888	6764	16061
889	6772	16055
890	6780	16050
891	6789	16045
892	6797	16039
893	6808	16038
894	6815	16030
895	6823	16023
896	6831	16016
897	6839	16008
898	6846	16001
899	6853	15992
900	6861	15984
901	6867	15973
902	6875	15966
903	6884	15961
904	6892	15954
905	6899	15946
906	6907	15940
907	6915	15933
908	6923	15927
909	6931	15919
910	6938	15910
911	6946	15903
912	6953	15895
913	6960	15886
914	6968	15878
915	6976	15872
916	6984	15864
917	6992	15857
918	6999	15850
919	7007	15842
920	7015	15835
921	7022	15826
922	7030	15819
923	7036	15809
924	7044	15803
925	7052	15796
926	7059	15787
927	7066	15777
928	7073	15768
929	7081	15761
930	7089	15755
931	7097	15749
932	7104	15740
933	7111	15730
934	7119	15723
935	7126	15715
936	7136	15711
937	7142	15701
938	7150	15694
939	7156	15683
940	7164	15676
941	7172	15669
942	7179	15661
943	7187	15653
944	7195	15646
945	7203	15641
946	7210	15632
947	7218	15624
948	7225	15616
949	7233	15608
950	7239	15598
951	7247	15590
952	7253	15580
953	7261	15572
954	7268	15564
955	7275	15555
956	7282	15546
957	7290	15540
958	7299	15534
959	7305	15524
960	7313	15516
961	7321	15510
962	7327	15500
963	7335	15492
964	7342	15484
965	7349	15476
966	7356	15466
967	7364	15459
968	7373	15454
969	7380	15446
970	7388	15438
971	7396	15431
972	7402	15420
973	7409	15413
974	7417	15404
975	7424	15396
976	7431	15387
977	7438	15378
978	7446	15371
979	7453	15363
980	7460	15354
981	7467	15345
982	7475	15337
983	7483	15331
984	7491	15324
985	7499	15317
986	7506	15308
987	7512	15299
988	7520	15291
989	7526	15280
990	7534	15274
991	7542	15268
992	7548	15257
993	7558	15252
994	7565	15245
995	7573	15238
996	7581	15230
997	7588	15223
998	7595	15214
999	7603	15207
1000	7611	15200
1001	7618	15192
1002	7625	15183
1003	7631	15172
1004	7640	15165
1005	7647	15157
1006	7655	15150
1007	7662	15141
1008	7669	15133
1009	7677	15126
1010	7685	15119
1011	7692	15112
1012	7700	15104
1013	7708	15097
1014	7715	15089
1015	7722	15080
1016	7729	15071
1017	7737	15064
1018	7743	15054
1019	7751	15047
1020	7760	15041
1021	7768	15034
1022	7775	15027
1023	7783	15019
1024	7790	15011
1025	7798	15004
1026	7805	14995
1027	7812	14987
1028	7819	14978
1029	7828	14972
1030	7835	14964
1031	7844	14959
1032	7852	14951
1033	7859	14944
1034	7866	14935
1035	7875	14930
1036	7882	14920
1037	7889	14913
1038	7897	14905
1039	7905	14899
1040	7914	14893
1041	7921	14886
1042	7930	14879
1043	7938	14873
1044	7945	14865
1045	7954	14858
1046	7961	14851
1047	7968	14841
1048	7975	14833
1049	7983	14827
1050	7992	14820
1051	7999	14812
1052	8006	14803
1053	8014	14797
1054	8025	14794
1055	8035	14793
1056	8046	14791
1057	8055	14785
1058	8064	14780
1059	8075	14780
1060	8087	14779
1061	8096	14775
1062	8106	14771
1063	8113	14763
1064	8121	14755
1065	8128	14746
1066	8135	14738
1067	8142	14730
1068	8148	14719
1069	8156	14712
1070	8163	14703
1071	8171	14696
1072	8179	14688
1073	8185	14678
1074	8193	14672
1075	8201	14665
1076	8209	14658
1077	8216	14649
1078	8224	14642
1079	8232	14635
1080	8238	14625
1081	8246	14617
1082	8255	14612
1083	8263	14605
1084	8270	14597
1085	8278	14590
1086	8286	14583
1087	8296	14579
1088	8304	14572
1089	8312	14566
1090	8319	14557
1091	8327	14550
1092	8334	14542
1093	8341	14533
1094	8348	14524
1095	8357	14518
1096	8364	14509
1097	8371	14502
1098	8380	14495
1099	8387	14488
1100	8395	14480
1101	8402	14471
1102	8410	14465
1103	8419	14459
1104	8426	14450
1105	8433	14441
1106	8440	14433
1107	8447	14425
1108	8455	14417
1109	8464	14411
1110	8471	14404
1111	8479	14397
1112	8486	14388
1113	8494	14382
1114	8503	14375
1115	8510	14367
1116	8517	14359
1117	8526	14352
1118	8533	14343
1119	8540	14335
1120	8547	14327
1121	8556	14321
1122	8562	14312
1123	8570	14304
1124	8578	14297
1125	8585	14288
1126	8593	14281
1127	8599	14270
1128	8606	14262
1129	8613	14254
1130	8621	14247
1131	8628	14238
1132	8636	14231
1133	8645	14226
1134	8653	14219
1135	8660	14211
1136	8668	14204
1137	8675	14195
1138	8682	14185
1139	8689	14177
1140	8696	14169
1141	8704	14161
1142	8711	14152
1143	8719	14145
1144	8725	14136
1145	8733	14129
1146	8741	14121
1147	8748	14114
1148	8755	14105
1149	8762	14096
1150	8771	14090
1151	8778	14081
1152	8785	14073
1153	8793	14066
1154	8799	14056
1155	8807	14049
1156	8815	14042
1157	8823	14035
1158	8830	14027
1159	8837	14017
1160	8844	14009
1161	8852	14002
1162	8861	13996
1163	8868	13988
1164	8876	13981
1165	8883	13973
1166	8891	13965
1167	8898	13957
1168	8906	13950
1169	8915	13945
1170	8923	13937
1171	8930	13929
1172	8938	13921
1173	8945	13913
1174	8953	13906
1175	8961	13898
1176	8969	13892
1177	8976	13884
1178	8983	13874
1179	8990	13866
1180	8997	13858
1181	9005	13851
1182	9013	13843
1183	9019	13834
1184	9027	13827
1185	9036	13820
1186	9043	13813
1187	9050	13805
1188	9058	13797
1189	9066	13790
1190	9073	13781
1191	9080	13772
1192	9087	13764
1193	9095	13757
1194	9101	13747
1195	9109	13740
1196	9117	13733
1197	9125	13725
1198	9132	13717
1199	9140	13710
1200	9147	13702
1201	9155	13695
1202	9162	13686
1203	9169	13677
1204	9175	13668
1205	9183	13660
1206	9189	13651
1207	9198	13644
1208	9204	13635
1209	9211	13626
1210	9219	13619
1211	9226	13611
1212	9235	13605
1213	9241	13596
1214	9249	13588
1215	9256	13580
1216	9264	13572
1217	9272	13565
1218	9279	13558
1219	9288	13551
1220	9295	13543
1221	9302	13534
1222	9308	13525
1223	9317	13519
1224	9324	13511
1225	9331	13503
1226	9339	13495
1227	9346	13486
1228	9355	13480
1229	9363	13473
1230	9370	13466
1231	9378	13458
1232	9385	13450
1233	9392	13442
1234	9400	13435
1235	9409	13428
1236	9417	13421
1237	9426	13415
1238	9433	13407
1239	9441	13400
1240	9449	13393
1241	9456	13385
1242	9463	13376
1243	9471	13369
1244	9478	13361
1245	9485	13353
1246	9492	13344
1247	9500	13336
1248	9507	13329
1249	9515	13321
1250	9522	13312
1251	9530	13306
1252	9536	13296
1253	9544	13289
1254	9552	13281
1255	9559	13274
1256	9567	13266
1257	9574	13257
1258	9582	13250
1259	9590	13243
1260	9597	13235
1261	9605	13228
1262	9613	13220
1263	9620	13212
1264	9628	13205
1265	9635	13197
1266	9642	13189
1267	9649	13181
1268	9656	13171
1269	9664	13165
1270	9672	13157
1271	9679	13149
1272	9687	13142
1273	9695	13135
1274	9701	13125
1275	9709	13119
1276	9717	13111
1277	9725	13104
1278	9732	13096
1279	9740	13089
1280	9747	13079
1281	9754	13071
1282	9762	13064
1283	9769	13056
1284	9777	13049
1285	9785	13042
1286	9794	13036
1287	9800	13027
1288	9808	13019
1289	9816	13012
1290	9823	13003
1291	9830	12996
1292	9837	12987
1293	9845	12980
1294	9852	12971
1295	9860	12964
1296	9867	12956
1297	9875	12949
1298	9881	12939
1299	9888	12931
1300	9896	12924
1301	9904	12916
1302	9911	12907
1303	9918	12900
1304	9925	12892
1305	9933	12885
1306	9941	12877
1307	9949	12870
1308	9957	12863
1309	9964	12855
1310	9971	12846
1311	9977	12837
1312	9983	12827
1313	9993	12822
1314	10001	12816
1315	10009	12808
1316	10017	12801
1317	10025	12794
1318	10033	12787
1319	10041	12780
1320	10049	12773
1321	10057	12766
1322	10064	12757
1323	10072	12750
1324	10080	12743
1325	10087	12734
1326	10095	12727
1327	10102	12719
1328	10110	12712
1329	10118	12705
1330	10126	12697
1331	10133	12689
1332	10141	12682
1333	10148	12674
1334	10155	12666
1335	10164	12659
1336	10171	12651
1337	10178	12642
1338	10185	12634
1339	10193	12627
1340	10201	12620
1341	10207	12611
1342	10215	12603
1343	10222	12595
1344	10230	12588
1345	10236	12579
1346	10244	12571
1347	10252	12564
1348	10259	12555
1349	10266	12547
1350	10273	12539
1351	10280	12531
1352	10287	12523
1353	10296	12516
1354	10303	12508
1355	10311	12501
1356	10318	12493
1357	10326	12486
1358	10334	12479
1359	10342	12471
1360	10350	12464
1361	10357	12456
1362	10365	12448
1363	10372	12440
1364	10378	12431
1365	10385	12422
1366	10392	12415
1367	10402	12409
1368	10409	12401
1369	10416	12393
1370	10424	12386
1371	10431	12378
1372	10439	12370
1373	10446	12362
1374	10453	12353
1375	10460	12345
1376	10467	12338
1377	10474	12329
1378	10483	12322
1379	10489	12314
1380	10497	12306
1381	10503	12296
1382	10509	12287
1383	10516	12279
1384	10523	12271
1385	10530	12262
1386	10537	12254
1387	10545	12247
1388	10552	12238
1389	10560	12231
1390	10567	12223
1391	10574	12215
1392	10581	12207
1393	10589	12199
1394	10598	12193
1395	10605	12185
1396	10612	12177
1397	10620	12170
1398	10627	12161
1399	10635	12154
1400	10643	12147
1401	10649	12138
1402	10658	12131
1403	10666	12124
1404	10672	12115
1405	10680	12108
1406	10688	12101
1407	10696	12094
1408	10704	12086
1409	10711	12078
1410	10718	12070
1411	10727	12064
1412	10733	12055
1413	10740	12046
1414	10748	12039
1415	10755	12031
1416	10762	12023
1417	10770	12015
1418	10777	12008
1419	10785	12000
1420	10793	11993
1421	10801	11986
1422	10808	11978
1423	10816	11971
1424	10825	11964
1425	10832	11956
1426	10840	11949
1427	10847	11941
1428	10855	11933
1429	10862	11926
1430	10869	11917
1431	10877	11911
1432	10886	11904
1433	10894	11896
1434	10901	11889
1435	10909	11881
1436	10916	11873
1437	10924	11866
1438	10932	11859
1439	10938	11850
1440	10945	11842
1441	10952	11833
1442	10960	11826
1443	10967	11818
1444	10976	11811
1445	10983	11804
1446	10991	11796
1447	10999	11789
1448	11007	11782
1449	11015	11775
1450	11022	11767
1451	11029	11758
1452	11036	11750
1453	11043	11742
1454	11050	11734
1455	11058	11727
1456	11066	11719
1457	11074	11713
1458	11081	11704
1459	11089	11696
1460	11096	11689
1461	11103	11681
1462	11111	11673
1463	11119	11666
1464	11127	11659
1465	11134	11650
1466	11141	11643
1467	11150	11636
1468	11158	11628
1469	11165	11621
1470	11172	11613
1471	11179	11604
1472	11186	11596
1473	11194	11589
1474	11201	11581
1475	11209	11574
1476	11217	11566
1477	11225	11559
1478	11231	11550
1479	11239	11543
1480	11247	11536
1481	11255	11528
1482	11262	11520
1483	11268	11511
1484	11275	11503
1485	11283	11496
1486	11290	11487
1487	11298	11481
1488	11305	11472
1489	11312	11464
1490	11320	11456
1491	11327	11448
1492	11334	11441
1493	11340	11431
1494	11349	11425
1495	11355	11416
1496	11362	11407
1497	11369	11400
1498	11378	11393
1499	11386	11386
1500	11393	11378
1501	11402	11371
1502	11409	11364
1503	11417	11356
1504	11425	11349
1505	11433	11342
1506	11442	11336
1507	11450	11329
1508	11458	11321
1509	11464	11312
1510	11473	11306
1511	11481	11298
1512	11487	11290
1513	11495	11283
1514	11502	11274
1515	11510	11267
1516	11518	11259
1517	11526	11253
1518	11534	11245
1519	11541	11237
1520	11549	11230
1521	11557	11223
1522	11565	11215
1523	11572	11207
1524	11578	11198
1525	11585	11190
1526	11593	11183
1527	11600	11175
1528	11608	11167
1529	11615	11160
1530	11623	11152
1531	11630	11144
1532	11638	11137
1533	11645	11129
1534	11652	11121
1535	11660	11113
1536	11667	11105
1537	11674	11097
1538	11682	11090
1539	11689	11082
1540	11697	11075
1541	11705	11068
1542	11713	11060
1543	11720	11052
1544	11729	11045
1545	11737	11038
1546	11745	11031
1547	11752	11023
1548	11760	11016
1549	11767	11008
1550	11773	10999
1551	11781	10991
1552	11789	10984
1553	11796	10976
1554	11804	10969
1555	11812	10961
1556	11820	10954
1557	11828	10947
1558	11833	10937
1559	11840	10930
1560	11848	10922
1561	11856	10915
1562	11864	10907
1563	11870	10899
1564	11879	10892
1565	11886	10884
1566	11894	10877
1567	11901	10869
1568	11909	10861
1569	11916	10854
1570	11923	10846
1571	11930	10837
1572	11938	10830
1573	11945	10822
1574	11953	10814
1575	11960	10806
1576	11966	10797
1577	11973	10789
1578	11980	10781
1579	11989	10775
1580	11995	10766
1581	12002	10758
1582	12010	10751
1583	12018	10743
1584	12024	10734
1585	12032	10727
1586	12040	10720
1587	12047	10712
1588	12054	10704
1589	12061	10696
1590	12068	10688
1591	12075	10679
1592	12083	10673
1593	12091	10665
1594	12099	10658
1595	12107	10650
1596	12115	10643
1597	12123	10636
1598	12129	10627
1599	12138	10620
1600	12144	10612
1601	12152	10605
1602	12159	10597
1603	12167	10589
1604	12176	10582
1605	12183	10575
1606	12191	10567
1607	12197	10559
1608	12205	10552
1609	12214	10545
1610	12221	10537
1611	12228	10529
1612	12236	10521
1613	12242	10513
1614	12251	10506
1615	12259	10499
1616	12266	10491
1617	12275	10484
1618	12282	10477
1619	12290	10469
1620	12297	10461
1621	12304	10453
1622	12313	10446
1623	12320	10439
1624	12328	10431
1625	12335	10423
1626	12342	10415
1627	12349	10407
1628	12357	10400
1629	12365	10393
1630	12373	10385
1631	12381	10378
1632	12389	10371
1633	12396	10363
1634	12405	10357
1635	12413	10349
1636	12421	10342
1637	12429	10335
1638	12437	10327
1639	12444	10319
1640	12451	10311
1641	12459	10304
1642	12466	10296
1643	12475	10289
1644	12483	10282
1645	12490	10275
1646	12498	10267
1647	12506	10259
1648	12513	10252
1649	12521	10244
1650	12527	10236
1651	12535	10228
1652	12543	10221
1653	12549	10212
1654	12557	10205
1655	12565	10197
1656	12572	10189
1657	12579	10182
1658	12586	10173
1659	12594	10166
1660	12601	10158
1661	12610	10151
1662	12619	10145
1663	12627	10138
1664	12638	10133
1665	12646	10126
1666	12654	10119
1667	12665	10114
1668	12673	10106
1669	12684	10102
1670	12694	10096
1671	12702	10089
1672	12710	10082
1673	12718	10074
1674	12725	10066
1675	12733	10058
1676	12740	10051
1677	12750	10045
1678	12758	10037
