iter	Passed	Remaining
1679	12765	10030
1680	12772	10021
1681	12778	10013
1682	12787	10006
1683	12794	9998
1684	12802	9991
1685	12810	9984
1686	12817	9976
1687	12825	9968
1688	12833	9961
1689	12841	9954
1690	12849	9947
1691	12857	9939
1692	12864	9931
1693	12873	9924
1694	12881	9917
1695	12890	9911
1696	12897	9903
1697	12906	9896
1698	12913	9888
1699	12921	9881
1700	12929	9873
1701	12938	9867
1702	12947	9860
1703	12953	9851
1704	12961	9844
1705	12969	9837
1706	12976	9829
1707	12983	9821
1708	12991	9814
1709	12998	9806
1710	13006	9798
1711	13013	9790
1712	13020	9782
1713	13028	9775
1714	13036	9767
1715	13043	9759
1716	13049	9751
1717	13056	9743
1718	13064	9735
1719	13071	9727
1720	13079	9720
1721	13087	9713
1722	13095	9705
1723	13103	9698
1724	13111	9691
1725	13118	9683
1726	13124	9674
1727	13131	9666
1728	13140	9659
1729	13148	9652
1730	13155	9644
1731	13163	9636
1732	13170	9629
1733	13180	9622
1734	13187	9615
1735	13195	9607
1736	13205	9601
1737	13214	9595
1738	13223	9588
1739	13231	9581
1740	13240	9574
1741	13247	9567
1742	13255	9559
1743	13265	9553
1744	13273	9546
1745	13280	9538
1746	13288	9530
1747	13296	9523
1748	13304	9516
1749	13312	9509
1750	13321	9501
1751	13328	9494
1752	13335	9486
1753	13343	9478
1754	13351	9471
1755	13357	9462
1756	13364	9454
1757	13373	9448
1758	13380	9439
1759	13388	9432
1760	13395	9424
1761	13403	9417
1762	13411	9409
1763	13419	9402
1764	13427	9395
1765	13435	9388
1766	13442	9379
1767	13450	9372
1768	13458	9365
1769	13465	9357
1770	13473	9350
1771	13481	9342
1772	13488	9334
1773	13495	9326
1774	13502	9318
1775	13510	9311
1776	13518	9304
1777	13526	9296
1778	13534	9289
1779	13542	9282
1780	13551	9275
1781	13558	9267
1782	13566	9260
1783	13575	9253
1784	13583	9245
1785	13589	9237
1786	13596	9228
1787	13603	9221
1788	13611	9213
1789	13618	9205
1790	13625	9197
1791	13633	9190
1792	13639	9182
1793	13647	9174
1794	13654	9166
1795	13661	9158
1796	13668	9150
1797	13675	9142
1798	13682	9134
1799	13691	9127
1800	13699	9120
1801	13707	9113
1802	13713	9104
1803	13721	9097
1804	13728	9089
1805	13737	9082
1806	13744	9074
1807	13752	9066
1808	13759	9058
1809	13766	9051
1810	13773	9042
1811	13780	9034
1812	13786	9026
1813	13795	9019
1814	13803	9011
1815	13810	9004
1816	13817	8996
1817	13826	8989
1818	13833	8981
1819	13841	8974
1820	13849	8966
1821	13856	8959
1822	13864	8951
1823	13872	8944
1824	13880	8936
1825	13888	8929
1826	13896	8921
1827	13903	8914
1828	13910	8906
1829	13917	8898
1830	13925	8890
1831	13933	8883
1832	13940	8875
1833	13949	8868
1834	13957	8861
1835	13966	8854
1836	13974	8847
1837	13982	8839
1838	13990	8832
1839	13997	8824
1840	14006	8817
1841	14013	8810
1842	14021	8802
1843	14029	8794
1844	14037	8787
1845	14043	8779
1846	14050	8771
1847	14058	8763
1848	14066	8756
1849	14074	8748
1850	14082	8741
1851	14089	8733
1852	14097	8726
1853	14105	8719
1854	14114	8712
1855	14121	8704
1856	14129	8696
1857	14137	8689
1858	14143	8680
1859	14151	8673
1860	14159	8665
1861	14167	8658
1862	14175	8651
1863	14182	8643
1864	14188	8634
1865	14196	8627
1866	14204	8619
1867	14211	8611
1868	14219	8604
1869	14226	8596
1870	14233	8588
1871	14241	8581
1872	14249	8574
1873	14258	8567
1874	14267	8560
1875	14274	8552
1876	14282	8545
1877	14289	8537
1878	14296	8529
1879	14305	8522
1880	14313	8514
1881	14321	8507
1882	14328	8499
1883	14336	8492
1884	14345	8485
1885	14352	8477
1886	14361	8470
1887	14370	8463
1888	14377	8455
1889	14384	8448
1890	14392	8440
1891	14400	8433
1892	14408	8425
1893	14415	8418
1894	14423	8410
1895	14430	8402
1896	14438	8395
1897	14446	8387
1898	14453	8380
1899	14461	8372
1900	14469	8365
1901	14477	8357
1902	14485	8350
1903	14493	8342
1904	14500	8335
1905	14508	8327
1906	14516	8320
1907	14522	8311
1908	14531	8304
1909	14539	8297
1910	14547	8290
1911	14555	8282
1912	14562	8274
1913	14570	8267
1914	14577	8259
1915	14585	8252
1916	14593	8244
1917	14602	8237
1918	14610	8230
1919	14618	8222
1920	14626	8215
1921	14633	8207
1922	14641	8200
1923	14649	8192
1924	14657	8185
1925	14665	8177
1926	14673	8170
1927	14682	8163
1928	14690	8156
1929	14699	8149
1930	14706	8141
1931	14714	8134
1932	14722	8126
1933	14729	8118
1934	14736	8110
1935	14743	8102
1936	14751	8095
1937	14758	8087
1938	14766	8079
1939	14774	8072
1940	14781	8064
1941	14788	8057
1942	14796	8049
1943	14804	8042
1944	14812	8034
1945	14818	8026
1946	14825	8018
1947	14834	8011
1948	14840	8002
1949	14849	7995
1950	14857	7988
1951	14865	7980
1952	14872	7973
1953	14878	7964
1954	14885	7956
1955	14894	7949
1956	14902	7942
1957	14909	7934
1958	14917	7927
1959	14925	7919
1960	14933	7912
1961	14940	7904
1962	14947	7896
1963	14955	7889
1964	14963	7881
1965	14971	7874
1966	14979	7866
1967	14987	7859
1968	14994	7851
1969	15001	7843
1970	15009	7835
1971	15017	7828
1972	15024	7820
1973	15032	7813
1974	15040	7805
1975	15046	7797
1976	15054	7789
1977	15062	7782
1978	15069	7774
1979	15077	7767
1980	15085	7759
1981	15092	7751
1982	15099	7744
1983	15107	7736
1984	15114	7728
1985	15122	7720
1986	15130	7713
1987	15137	7705
1988	15146	7698
1989	15154	7691
1990	15162	7683
1991	15169	7675
1992	15177	7668
1993	15183	7660
1994	15190	7652
1995	15198	7644
1996	15206	7637
1997	15213	7629
1998	15222	7622
1999	15230	7615
2000	15237	7607
2001	15245	7600
2002	15253	7592
2003	15261	7585
2004	15269	7577
2005	15277	7570
2006	15284	7562
2007	15291	7554
2008	15298	7546
2009	15306	7539
2010	15313	7531
2011	15321	7523
2012	15329	7516
2013	15337	7508
2014	15345	7501
2015	15352	7493
2016	15360	7485
2017	15368	7478
2018	15376	7470
2019	15385	7464
2020	15392	7456
2021	15401	7449
2022	15409	7441
2023	15417	7434
2024	15425	7426
2025	15433	7419
2026	15441	7412
2027	15449	7404
2028	15457	7397
2029	15464	7389
2030	15472	7381
2031	15479	7374
2032	15488	7367
2033	15493	7358
2034	15502	7351
2035	15508	7343
2036	15514	7334
2037	15523	7327
2038	15531	7319
2039	15537	7311
2040	15545	7304
2041	15553	7297
2042	15561	7289
2043	15569	7282
2044	15575	7273
2045	15582	7265
2046	15589	7258
2047	15598	7250
2048	15605	7242
2049	15612	7235
2050	15619	7227
2051	15626	7219
2052	15635	7212
2053	15642	7204
2054	15651	7197
2055	15658	7189
2056	15666	7181
2057	15674	7174
2058	15682	7167
2059	15689	7159
2060	15696	7151
2061	15703	7143
2062	15710	7135
2063	15718	7128
2064	15725	7120
2065	15733	7112
2066	15740	7104
2067	15748	7097
2068	15756	7089
2069	15764	7082
2070	15771	7074
2071	15779	7067
2072	15785	7059
2073	15794	7051
2074	15802	7044
2075	15810	7036
2076	15817	7029
2077	15825	7021
2078	15831	7013
2079	15837	7005
2080	15845	6997
2081	15851	6989
2082	15858	6981
2083	15866	6973
2084	15874	6966
2085	15881	6958
2086	15890	6951
2087	15898	6944
2088	15906	6936
2089	15914	6929
2090	15921	6921
2091	15929	6913
2092	15935	6905
2093	15943	6898
2094	15951	6890
2095	15959	6883
2096	15967	6876
2097	15975	6868
2098	15983	6860
2099	15991	6853
2100	15999	6846
2101	16007	6838
2102	16015	6831
2103	16023	6823
2104	16031	6816
2105	16037	6808
2106	16046	6800
2107	16053	6793
2108	16061	6785
2109	16071	6778
2110	16080	6771
2111	16088	6764
2112	16096	6756
2113	16103	6749
2114	16112	6741
2115	16120	6734
2116	16128	6727
2117	16136	6719
2118	16143	6711
2119	16151	6704
2120	16158	6696
2121	16166	6688
2122	16174	6681
2123	16182	6674
2124	16190	6666
2125	16198	6659
2126	16206	6651
2127	16216	6644
2128	16224	6637
2129	16232	6630
2130	16241	6623
2131	16247	6614
2132	16254	6607
2133	16261	6599
2134	16268	6591
2135	16276	6583
2136	16284	6576
2137	16294	6569
2138	16302	6562
2139	16314	6556
2140	16326	6550
2141	16337	6544
2142	16349	6538
2143	16358	6531
2144	16365	6523
2145	16373	6515
2146	16380	6508
2147	16388	6500
2148	16395	6492
2149	16403	6485
2150	16411	6477
2151	16419	6470
2152	16428	6462
2153	16436	6455
2154	16443	6447
2155	16451	6440
2156	16460	6433
2157	16468	6425
2158	16475	6417
2159	16482	6410
2160	16490	6402
2161	16497	6394
2162	16505	6386
2163	16512	6379
2164	16521	6371
2165	16529	6364
2166	16537	6356
2167	16544	6349
2168	16552	6341
2169	16560	6334
2170	16566	6326
2171	16574	6318
2172	16582	6310
2173	16590	6303
2174	16598	6296
2175	16607	6288
2176	16618	6282
2177	16627	6275
2178	16638	6269
2179	16645	6261
2180	16655	6254
2181	16662	6246
2182	16672	6239
2183	16686	6234
2184	16694	6226
2185	16702	6219
2186	16708	6211
2187	16718	6204
2188	16727	6197
2189	16734	6189
2190	16743	6182
2191	16751	6174
2192	16758	6166
2193	16766	6159
2194	16774	6152
2195	16783	6144
2196	16790	6136
2197	16798	6129
2198	16806	6121
2199	16814	6114
2200	16822	6106
2201	16829	6098
2202	16837	6091
2203	16845	6083
2204	16853	6076
2205	16861	6068
2206	16870	6061
2207	16878	6054
2208	16886	6046
2209	16894	6039
2210	16901	6031
2211	16908	6023
2212	16916	6015
2213	16924	6008
2214	16931	6000
2215	16937	5992
2216	16944	5984
2217	16952	5976
2218	16959	5968
2219	16967	5961
2220	16975	5954
2221	16983	5946
2222	16990	5938
2223	17000	5931
2224	17008	5924
2225	17014	5916
2226	17021	5908
2227	17030	5900
2228	17037	5893
2229	17045	5885
2230	17053	5878
2231	17060	5870
2232	17067	5862
2233	17076	5855
2234	17083	5847
2235	17091	5839
2236	17099	5832
2237	17106	5824
2238	17115	5817
2239	17123	5809
2240	17131	5802
2241	17138	5794
2242	17145	5786
2243	17152	5778
2244	17160	5771
2245	17167	5763
2246	17175	5755
2247	17182	5748
2248	17190	5740
2249	17198	5732
2250	17205	5724
2251	17213	5717
2252	17221	5709
2253	17229	5702
2254	17237	5694
2255	17244	5687
2256	17253	5679
2257	17260	5671
2258	17267	5664
2259	17275	5656
2260	17282	5648
2261	17290	5641
2262	17297	5633
2263	17304	5625
2264	17312	5618
2265	17320	5610
2266	17328	5602
2267	17336	5595
2268	17344	5587
2269	17351	5580
2270	17360	5572
2271	17368	5565
2272	17376	5557
2273	17384	5550
2274	17392	5542
2275	17400	5535
2276	17408	5527
2277	17415	5519
2278	17423	5512
2279	17430	5504
2280	17438	5496
2281	17445	5489
2282	17453	5481
2283	17461	5473
2284	17469	5466
2285	17477	5458
2286	17484	5450
2287	17491	5443
2288	17500	5435
2289	17507	5427
2290	17515	5420
2291	17522	5412
2292	17530	5405
2293	17537	5397
2294	17545	5389
2295	17552	5381
2296	17559	5374
2297	17568	5366
2298	17576	5359
2299	17583	5351
2300	17591	5343
2301	17599	5336
2302	17606	5328
2303	17613	5320
2304	17621	5313
2305	17629	5305
2306	17637	5298
2307	17645	5290
2308	17651	5282
2309	17659	5274
2310	17668	5267
2311	17675	5259
2312	17683	5252
2313	17691	5244
2314	17698	5237
2315	17705	5229
2316	17713	5221
2317	17721	5213
2318	17728	5206
2319	17736	5198
2320	17743	5190
2321	17750	5183
2322	17758	5175
2323	17766	5167
2324	17774	5160
2325	17782	5152
2326	17789	5144
2327	17797	5137
2328	17804	5129
2329	17812	5121
2330	17819	5114
2331	17826	5106
2332	17835	5099
2333	17842	5091
2334	17849	5083
2335	17857	5075
2336	17866	5068
2337	17874	5061
2338	17881	5053
2339	17889	5045
2340	17897	5038
2341	17904	5030
2342	17913	5023
2343	17919	5015
2344	17927	5007
2345	17935	4999
2346	17942	4991
2347	17948	4984
2348	17956	4976
2349	17963	4968
2350	17971	4961
2351	17979	4953
2352	17987	4946
2353	17995	4938
2354	18003	4930
2355	18011	4923
2356	18019	4915
2357	18027	4908
2358	18034	4900
2359	18043	4893
2360	18051	4885
2361	18059	4878
2362	18067	4870
2363	18075	4862
2364	18082	4855
2365	18090	4847
2366	18098	4839
2367	18105	4832
2368	18113	4824
2369	18121	4817
2370	18130	4809
2371	18137	4801
2372	18144	4794
2373	18152	4786
2374	18160	4779
2375	18168	4771
2376	18174	4763
2377	18182	4755
2378	18189	4748
2379	18198	4740
2380	18206	4733
2381	18213	4725
2382	18220	4717
2383	18227	4709
2384	18234	4702
2385	18242	4694
2386	18249	4686
2387	18257	4679
2388	18264	4671
2389	18271	4663
2390	18279	4655
2391	18287	4648
2392	18295	4640
2393	18302	4632
2394	18310	4625
2395	18318	4617
2396	18325	4609
2397	18333	4602
2398	18341	4594
2399	18348	4587
2400	18356	4579
2401	18363	4571
2402	18371	4564
2403	18379	4556
2404	18386	4548
2405	18394	4541
2406	18401	4533
2407	18409	4525
2408	18417	4518
2409	18425	4510
2410	18431	4502
2411	18438	4495
2412	18446	4487
2413	18453	4479
2414	18461	4472
2415	18469	4464
2416	18477	4456
2417	18486	4449
2418	18494	4442
2419	18502	4434
2420	18510	4426
2421	18518	4419
2422	18525	4411
2423	18533	4403
2424	18541	4396
2425	18547	4388
2426	18556	4381
2427	18565	4373
2428	18573	4366
2429	18580	4358
2430	18587	4350
2431	18596	4343
2432	18604	4335
2433	18613	4328
2434	18620	4320
2435	18627	4312
2436	18634	4305
2437	18642	4297
2438	18651	4290
2439	18658	4282
2440	18665	4274
2441	18672	4266
2442	18680	4259
2443	18687	4251
2444	18695	4243
2445	18703	4236
2446	18711	4228
2447	18719	4221
2448	18726	4213
2449	18733	4205
2450	18741	4197
2451	18749	4190
2452	18756	4182
2453	18765	4175
2454	18772	4167
2455	18780	4159
2456	18788	4152
2457	18796	4144
2458	18803	4136
2459	18810	4129
2460	18818	4121
2461	18824	4113
2462	18833	4106
2463	18841	4098
2464	18848	4090
2465	18856	4083
2466	18864	4075
2467	18870	4067
2468	18878	4060
2469	18886	4052
2470	18894	4045
2471	18902	4037
2472	18910	4029
2473	18917	4022
2474	18925	4014
2475	18932	4006
2476	18940	3999
2477	18948	3991
2478	18956	3984
2479	18964	3976
2480	18972	3968
2481	18980	3961
2482	18988	3953
2483	18996	3946
2484	19004	3938
2485	19012	3930
2486	19020	3923
2487	19027	3915
2488	19035	3908
2489	19043	3900
2490	19051	3892
2491	19059	3885
2492	19066	3877
2493	19074	3869
2494	19081	3862
2495	19090	3854
2496	19099	3847
2497	19107	3839
2498	19114	3832
2499	19123	3824
2500	19130	3816
2501	19137	3809
2502	19145	3801
2503	19151	3793
2504	19160	3786
2505	19168	3778
2506	19176	3771
2507	19183	3763
2508	19190	3755
2509	19197	3747
2510	19205	3740
2511	19213	3732
2512	19221	3724
2513	19229	3717
2514	19236	3709
2515	19243	3701
2516	19250	3694
2517	19259	3686
2518	19267	3679
2519	19274	3671
2520	19280	3663
2521	19287	3655
2522	19295	3647
2523	19303	3640
2524	19310	3632
2525	19317	3624
2526	19324	3617
2527	19332	3609
2528	19340	3601
2529	19347	3594
2530	19355	3586
2531	19363	3578
2532	19371	3571
2533	19378	3563
2534	19385	3555
2535	19391	3548
2536	19400	3540
2537	19407	3532
2538	19415	3525
2539	19423	3517
2540	19431	3509
2541	19439	3502
2542	19447	3494
2543	19455	3487
2544	19463	3479
2545	19470	3471
2546	19477	3464
2547	19484	3456
2548	19492	3448
2549	19500	3441
2550	19508	3433
2551	19516	3426
2552	19523	3418
2553	19530	3410
2554	19539	3403
2555	19547	3395
2556	19555	3387
2557	19562	3380
2558	19570	3372
2559	19577	3364
2560	19584	3357
2561	19591	3349
2562	19599	3341
2563	19607	3334
2564	19615	3326
2565	19622	3318
2566	19629	3311
2567	19638	3303
2568	19645	3295
2569	19653	3288
2570	19660	3280
2571	19667	3272
2572	19675	3265
2573	19683	3257
2574	19692	3250
2575	19701	3242
2576	19709	3235
2577	19718	3227
2578	19727	3220
2579	19738	3213
2580	19747	3205
2581	19755	3198
2582	19763	3190
2583	19771	3183
2584	19778	3175
2585	19786	3167
2586	19794	3160
2587	19802	3152
2588	19810	3144
2589	19818	3137
2590	19825	3129
2591	19832	3121
2592	19838	3113
2593	19846	3106
2594	19853	3098
2595	19861	3090
2596	19868	3083
2597	19876	3075
2598	19883	3067
2599	19890	3060
2600	19898	3052
2601	19905	3044
2602	19913	3037
2603	19920	3029
2604	19927	3021
2605	19935	3014
2606	19942	3006
2607	19951	2998
2608	19960	2991
2609	19968	2983
2610	19976	2976
2611	19984	2968
2612	19991	2960
2613	19999	2953
2614	20007	2945
2615	20016	2938
2616	20024	2930
2617	20031	2922
2618	20039	2915
2619	20047	2907
2620	20055	2900
2621	20062	2892
2622	20069	2884
2623	20075	2876
2624	20082	2868
2625	20090	2861
2626	20098	2853
2627	20104	2845
2628	20112	2838
2629	20119	2830
2630	20127	2822
2631	20134	2815
2632	20142	2807
2633	20149	2799
2634	20157	2792
2635	20165	2784
2636	20173	2777
2637	20181	2769
2638	20188	2761
2639	20196	2754
2640	20204	2746
2641	20212	2738
2642	20219	2731
2643	20226	2723
2644	20234	2715
2645	20241	2708
2646	20249	2700
2647	20257	2692
2648	20264	2685
2649	20271	2677
2650	20278	2669
2651	20285	2661
2652	20292	2654
2653	20300	2646
2654	20308	2638
2655	20316	2631
2656	20323	2623
2657	20332	2616
2658	20340	2608
2659	20347	2600
2660	20355	2593
2661	20361	2585
2662	20367	2577
2663	20376	2570
2664	20383	2562
2665	20390	2554
2666	20399	2547
2667	20406	2539
2668	20413	2531
2669	20421	2524
2670	20428	2516
2671	20435	2508
2672	20443	2500
2673	20451	2493
2674	20459	2485
2675	20467	2478
2676	20475	2470
2677	20483	2462
2678	20489	2455
2679	20497	2447
2680	20505	2439
2681	20512	2432
2682	20520	2424
2683	20527	2416
2684	20536	2409
2685	20543	2401
2686	20551	2393
2687	20559	2386
2688	20567	2378
2689	20574	2371
2690	20581	2363
2691	20589	2355
2692	20597	2348
2693	20604	2340
2694	20612	2332
2695	20620	2325
2696	20628	2317
2697	20636	2309
2698	20643	2302
2699	20650	2294
2700	20660	2287
2701	20668	2279
2702	20676	2271
2703	20684	2264
2704	20693	2256
2705	20699	2248
2706	20707	2241
2707	20715	2233
2708	20722	2226
2709	20730	2218
2710	20738	2210
2711	20745	2203
2712	20754	2195
2713	20761	2187
2714	20769	2180
2715	20777	2172
2716	20786	2165
2717	20793	2157
2718	20802	2149
2719	20809	2142
2720	20817	2134
2721	20824	2126
2722	20833	2119
2723	20840	2111
2724	20847	2103
2725	20855	2096
2726	20863	2088
2727	20872	2081
2728	20880	2073
2729	20888	2065
2730	20895	2058
2731	20902	2050
2732	20909	2042
2733	20916	2035
2734	20925	2027
2735	20933	2019
2736	20940	2012
2737	20948	2004
2738	20956	1996
2739	20964	1989
2740	20971	1981
2741	20980	1974
2742	20988	1966
2743	20996	1958
2744	21004	1951
2745	21013	1943
2746	21021	1936
2747	21028	1928
2748	21036	1920
2749	21044	1913
2750	21050	1905
2751	21058	1897
2752	21066	1890
2753	21074	1882
2754	21081	1874
2755	21089	1867
2756	21095	1859
2757	21103	1851
2758	21109	1843
2759	21116	1836
2760	21123	1828
2761	21131	1820
2762	21140	1813
2763	21147	1805
2764	21155	1798
2765	21163	1790
2766	21171	1782
2767	21178	1775
2768	21185	1767
2769	21193	1759
2770	21202	1752
2771	21209	1744
2772	21218	1736
2773	21226	1729
2774	21234	1721
2775	21241	1713
2776	21249	1706
2777	21257	1698
2778	21264	1691
2779	21270	1683
2780	21276	1675
2781	21284	1667
2782	21291	1660
2783	21298	1652
2784	21305	1644
2785	21313	1637
2786	21322	1629
2787	21330	1621
2788	21338	1614
2789	21346	1606
2790	21353	1599
2791	21361	1591
2792	21368	1583
2793	21377	1576
2794	21383	1568
2795	21391	1560
2796	21399	1553
2797	21407	1545
2798	21414	1537
2799	21421	1530
2800	21429	1522
2801	21437	1514
2802	21444	1507
2803	21452	1499
2804	21457	1491
2805	21465	1484
2806	21473	1476
2807	21481	1468
2808	21489	1461
2809	21497	1453
2810	21506	1446
2811	21514	1438
2812	21521	1430
2813	21529	1423
2814	21536	1415
2815	21542	1407
2816	21550	1399
2817	21557	1392
2818	21565	1384
2819	21571	1376
2820	21579	1369
2821	21587	1361
2822	21594	1353
2823	21601	1346
2824	21609	1338
2825	21617	1330
2826	21624	1323
2827	21632	1315
2828	21639	1308
2829	21646	1300
2830	21653	1292
2831	21660	1284
2832	21668	1277
2833	21675	1269
2834	21682	1261
2835	21690	1254
2836	21697	1246
2837	21705	1239
2838	21713	1231
2839	21720	1223
2840	21727	1216
2841	21734	1208
2842	21742	1200
2843	21750	1193
2844	21759	1185
2845	21767	1177
2846	21775	1170
2847	21782	1162
2848	21789	1154
2849	21797	1147
2850	21803	1139
2851	21811	1131
2852	21819	1124
2853	21827	1116
2854	21835	1109
2855	21843	1101
2856	21851	1093
2857	21857	1086
2858	21864	1078
2859	21871	1070
2860	21879	1063
2861	21887	1055
2862	21895	1047
2863	21903	1040
2864	21911	1032
2865	21918	1024
2866	21926	1017
2867	21934	1009
2868	21941	1001
2869	21949	994
2870	21956	986
2871	21963	978
2872	21970	971
2873	21978	963
2874	21986	955
2875	21994	948
2876	22001	940
2877	22009	932
2878	22017	925
2879	22026	917
2880	22032	910
2881	22038	902
2882	22046	894
2883	22053	887
2884	22060	879
2885	22067	871
2886	22074	864
2887	22083	856
2888	22090	848
2889	22097	841
2890	22106	833
2891	22113	825
2892	22118	818
2893	22126	810
2894	22134	802
2895	22142	795
2896	22149	787
2897	22157	779
2898	22164	772
2899	22171	764
2900	22180	756
2901	22187	749
2902	22194	741
2903	22201	733
2904	22210	726
2905	22218	718
2906	22226	711
2907	22233	703
2908	22241	695
2909	22249	688
2910	22255	680
2911	22263	672
2912	22270	665
2913	22278	657
2914	22286	649
2915	22295	642
2916	22302	634
2917	22311	626
2918	22319	619
2919	22327	611
2920	22335	604
2921	22343	596
2922	22351	588
2923	22360	581
2924	22369	573
2925	22375	565
2926	22383	558
2927	22391	550
2928	22398	542
2929	22406	535
2930	22414	527
2931	22421	520
2932	22427	512
2933	22434	504
2934	22441	497
2935	22449	489
2936	22457	481
2937	22465	474
2938	22472	466
2939	22480	458
2940	22488	451
2941	22496	443
2942	22504	435
2943	22511	428
2944	22519	420
2945	22526	412
2946	22535	405
2947	22543	397
2948	22550	389
2949	22559	382
2950	22567	374
2951	22576	367
2952	22585	359
2953	22594	351
2954	22602	344
2955	22608	336
2956	22616	328
2957	22624	321
2958	22632	313
2959	22640	305
2960	22648	298
2961	22656	290
2962	22664	283
2963	22673	275
2964	22680	267
2965	22689	260
2966	22697	252
2967	22705	244
2968	22712	237
2969	22721	229
2970	22729	221
2971	22735	214
2972	22743	206
2973	22751	198
2974	22759	191
2975	22768	183
2976	22775	175
2977	22782	168
2978	22789	160
2979	22797	153
2980	22806	145
2981	22814	137
2982	22821	130
2983	22829	122
2984	22835	114
2985	22843	107
2986	22850	99
2987	22857	91
2988	22864	84
2989	22873	76
2990	22881	68
2991	22889	61
2992	22896	53
2993	22903	45
2994	22910	38
2995	22918	30
2996	22926	22
2997	22933	15
2998	22940	7
2999	22947	0
